timestamp,open,high,low,close,volume
2023-01-01 00:00:00,1.1,1.1046397329188105,1.0987924814459131,1.1027353231198445,944
2023-01-01 01:00:00,1.10165473051144,1.102042012747346,1.1002645946362144,1.101973241927615,537
2023-01-01 02:00:00,1.1037955877908814,1.1055875408621956,1.101715904042756,1.1055477038391572,235
2023-01-01 03:00:00,1.1133126142789678,1.1150517710288703,1.1120924329638144,1.1139987517982073,282
2023-01-01 04:00:00,1.1084812499285635,1.1157370758451421,1.108006486720384,1.1126952821407876,808
2023-01-01 05:00:00,1.1118675353321026,1.113185247960685,1.109532612892374,1.1113934288825102,271
2023-01-01 06:00:00,1.1202065012221893,1.126265455397334,1.1194842733146007,1.120203800466025,960
2023-01-01 07:00:00,1.122672824962371,1.1259270979642921,1.1191125471792671,1.124510474410687,887
2023-01-01 08:00:00,1.1233531068313982,1.124450114707203,1.1193159009979994,1.1218739257792036,689
2023-01-01 09:00:00,1.1270308630088137,1.128458420767521,1.1230381561002556,1.124921477439969,789
2023-01-01 10:00:00,1.1187095657350214,1.122368750349931,1.1185781835280095,1.1223179523254598,638
2023-01-01 11:00:00,1.1179994512684501,1.1228551476019524,1.117000996128988,1.1197075085915489,219
2023-01-01 12:00:00,1.1193384492061962,1.123271441834501,1.1188915859738355,1.1210629632097615,380
2023-01-01 13:00:00,1.1083022423560474,1.1108307839535227,1.1058768790639308,1.1103895595369426,407
2023-01-01 14:00:00,1.102680346194696,1.1028547182024957,1.0997994595250342,1.1008540846589712,807
2023-01-01 15:00:00,1.0973378981422777,1.099034931202923,1.0954476028546085,1.0977634486433505,376
2023-01-01 16:00:00,1.0916404405569744,1.0932686073209603,1.0868840274141804,1.092218256434529,629
2023-01-01 17:00:00,1.0895515454233873,1.0954588648397618,1.089128072772772,1.0939357387352493,394
2023-01-01 18:00:00,1.0903643117902933,1.0914932588021644,1.0886594949969357,1.0889803962336706,882
2023-01-01 19:00:00,1.0786375643466353,1.0815081374733673,1.0765581120055623,1.0813176282432422,152
2023-01-01 20:00:00,1.0894014593771,1.0941293235487213,1.0887274543280594,1.0892708936376434,905
2023-01-01 21:00:00,1.0886455251601797,1.0917452966239636,1.0871731756556702,1.0880419296825288,531
2023-01-01 22:00:00,1.0913712664004211,1.0954133622946873,1.082984326521031,1.0884093592993773,151
2023-01-01 23:00:00,1.0778545237965804,1.0823769892928345,1.0772614420445044,1.0806833646618967,827
2023-01-02 00:00:00,1.0712373042362993,1.0792086470200255,1.0705565095893015,1.0777458375510405,171
2023-01-02 01:00:00,1.0787402411429206,1.0794268323977563,1.0780923117171763,1.078343735133336,127
2023-01-02 02:00:00,1.0760165812869376,1.077697655717832,1.0698580606576535,1.072155724546205,568
2023-01-02 03:00:00,1.0768333334076123,1.0773928563108173,1.0709350990140518,1.0741716513079744,863
2023-01-02 04:00:00,1.0713996149945035,1.0748249612302117,1.0667405189568389,1.0709505452642873,985
2023-01-02 05:00:00,1.0683382344535295,1.071105311715824,1.0670837590702593,1.0693897358348894,646
2023-01-02 06:00:00,1.0678983478212514,1.069739881948845,1.062693173217566,1.0661772762778412,500
2023-01-02 07:00:00,1.0740021659953303,1.079145423698596,1.0730896264204797,1.0760974271166928,300
2023-01-02 08:00:00,1.0770499534775941,1.0795296536343937,1.074943403645028,1.076024807923046,860
2023-01-02 09:00:00,1.0714312721765633,1.077515027496447,1.068442388312271,1.070349213002443,710
2023-01-02 10:00:00,1.0770392722325328,1.0787827420935285,1.071693335931705,1.074760329134263,919
2023-01-02 11:00:00,1.0741155870795838,1.0761708066889948,1.0680716057689865,1.0682197404187646,565
2023-01-02 12:00:00,1.0701751331484988,1.0712815797611421,1.0674911867984653,1.0693358841980258,751
2023-01-02 13:00:00,1.0578314285986488,1.0593784461713727,1.054245436250843,1.05890932125353,694
2023-01-02 14:00:00,1.05184667343599,1.051947392056509,1.0501211559967847,1.051900476698362,659
2023-01-02 15:00:00,1.0492109298228645,1.0543870838732115,1.047495876618916,1.0529363785763055,889
2023-01-02 16:00:00,1.0553629673195621,1.0572641477759745,1.0533491551505874,1.0568313565610614,478
2023-01-02 17:00:00,1.0568714549011362,1.0593574775066144,1.0542959009862167,1.0577372814880373,859
2023-01-02 18:00:00,1.0560177760228746,1.0605422221142262,1.0513670443278937,1.0571258307890217,994
2023-01-02 19:00:00,1.0558571377033157,1.0564899080033143,1.0547837701482399,1.0555355057495048,276
